naic_product,sic_industry,sic_product,sic_title
441110,5511,5511,New car dealers
441110P,NA,5511P,Primary services
4411101,NA,55111,Vehicle sales
441110101,NA,5511101,New vehicle sales
4411102,NA,55112,Service labor and parts
441110SM,NA,5511SM,Other receipts
NA,5531,5531,Auto and home supply stores
NA,NA,5531P,Primary services
NA,5541,5541,Gasoline service stations
NA,NA,5541P,Primary services
NA,NA,55411,Gasoline service stations with convenience stores
447190P,NA,55412,Other gasoline stations
NA,NA,5541SM,Other receipts
441222,5551,5551,Boat dealers
441222P,NA,5551P,Primary services
441222SM,NA,5551SM,Other receipts
441210,5561,5561,Recreational vehicle dealers
441210P,NA,5561P,Primary services
441210SM,NA,5561SM,Other receipts
446110,5912,5912,Drug stores and proprietary stores
446110P,NA,5912P,Primary services
4461101,NA,59121,Prescription drugs
4461104,NA,59124,Over-the counter drugs and all other goods
44611041,NA,591241,Over-the-counter drugs
44611042,NA,591242,All other goods
446110SM,NA,5912SM,Other receipts
445310,5921,5921,Liquor stores
445310P,NA,5921P,Primary services
445310SM,NA,5921SM,Other receipts
451110,5941,5941,Sporting goods stores
451110P,NA,5941P,Primary services
451110SM,NA,5941SM,Other receipts
451211,5942,5942,Book stores
451211P,NA,5942P,Primary services
451211SM,NA,5942SM,Other receipts
453210,5943,5943,Stationery stores
453210P,NA,5943P,Primary services
453210SM,NA,5943SM,Other receipts
448310,5944,5944,Jewelry stores
448310P,NA,5944P,Primary services
448310SM,NA,5944SM,Other receipts
451120,5945,5945,"Hobby, toy, and game shops"
451120P,NA,5945P,Primary services
451120SM,NA,5945SM,Other receipts
443130,5946,5946,Camera and photographic supply stores
443130P,NA,5946P,Primary services
443130SM,NA,5946SM,Other receipts
453220,5947,5947,"Gift, novelty, and souvenir shops"
453220P,NA,5947P,Primary services
453220SM,NA,5947SM,Other receipts
448320,5948,5948,Luggage and leather goods stores
448320P,NA,5948P,Primary services
448320SM,NA,5948SM,Other receipts
451130,5949,5949,"Sewing, needlework, and piece goods"
451130P,NA,5949P,Primary services
451130SM,NA,5949SM,Other receipts
454113,5961,5961,Catalog and mail-order houses
454113P,NA,5961P,Primary services
454113SM,NA,5961SM,Other receipts
454210,5962,5962,Automatic merchandising machine operators
454210P,NA,5962P,Primary services
454210SM,NA,5962SM,Other receipts
453110,5992,5992,Florists
453110P,NA,5992P,Primary services
453110SM,NA,5992SM,Other receipts
446130,5995,5995,Optical goods stores
446130P,NA,5995P,Primary services
446130SM,NA,5995SM,Other receipts
NA,5999,5999,"Miscellaneous retail stores, nec"
NA,NA,5999P,Primary services
NA,6211,6211,"Security brokers, dealers, and investment banking companies"
NA,NA,6211P,Primary services
5231201,NA,62111,Brokerage services
523120101,NA,6211101,"Brokerage services, exchange-listed equities"
523120102,NA,6211102,"Brokerage services, all other securities"
5231102,NA,62112,Dealer transactions
523110201,NA,6211201,"Dealer transactions, market making in over-the-counter equities"
523110202,NA,6211202,"Dealer transactions, debt securities and all other trading"
5231103,NA,62113,Investment banking services
5231204,NA,62114,Other securities related services including margin lending and mutual fund sales
523920,6282,6282,Investment advice
523920P,NA,6282P,Primary services
NA,NA,62821,Portfolio and mutual fund management
5239201,NA,6282101,Mutual fund management
5239202,NA,6282102,Portfolio management
523930P,NA,62822,Financial planning and other advisory services
523920SM,NA,6282SM,Other receipts
NA,NA,6282M,Miscellaneous receipts
524113,6311,6311,Life insurance carriers
524113P,NA,6311P,Primary services
5241131,NA,63111,Life insurance policies
524113101,NA,6311101,Individual life insurance policies
52411310101,NA,631110101,Term life insurance policies
52411310102,NA,631110102,Whole life insurance policies
52411310103,NA,631110103,Universal life insurance policies
52411310104,NA,631110104,Other individual life insurance policies
524113102,NA,6311102,Group life insurance policies
5241132,NA,63112,Annuities
524113201,NA,6311201,Variable deferred annuities
524113202,NA,6311202,Fixed-rate deferred annuities
524113203,NA,6311203,Immediate annuities
524126,6331,6331,Property and casualty insurance
524126P,NA,6331P,Primary services
5241261,NA,63311,Private passenger auto insurance
524126101,NA,6331101,"Private passenger auto insurance, California"
524126102,NA,6331102,"Private passenger auto insurance, New York"
524126103,NA,6331103,"Private passenger auto insurance, Texas"
524126104,NA,6331104,"Private passenger auto insurance, Florida"
524126105,NA,6331105,"Private passenger auto insurance, Pennsylvania"
524126106,NA,6331106,"Private passenger auto insurance, Illinois"
524126107,NA,6331107,"Private passenger auto insurance, Ohio"
524126108,NA,6331108,"Private passenger auto insurance, Michigan"
524126109,NA,6331109,"Private passenger auto insurance, New Jersey"
524126111,NA,6331111,"Private passenger auto insurance, North Carolina"
524126112,NA,6331112,"Private passenger auto insurance, all other areas"
5241262,NA,63312,Homeowner's insurance
524126201,NA,6331201,"Homeowner's insurance, California"
524126202,NA,6331202,"Homeowner's insurance, New York"
524126203,NA,6331203,"Homeowner's insurance, Texas"
524126204,NA,6331204,"Homeowner's insurance, Florida"
524126205,NA,6331205,"Homeowner's insurance, Pennsylvania"
524126206,NA,6331206,"Homeowner's insurance, all other areas"
5241263,NA,63313,Commercial auto insurance
5241264,NA,63314,Non-auto liability insurance
524126401,NA,6331401,Product liability insurance
524126402,NA,6331402,Medical malpractice insurance
524126403,NA,6331403,Other non-auto liability insurance
5241265,NA,63315,Commercial multiple peril insurance
5241266,NA,63316,Worker's compensation insurance
NA,NA,63317,Inland marine insurance
NA,NA,63318,Surety and financial guaranty insurance
NA,NA,63319,Fidelity insurance
NA,NA,6331A,Other property and casualty insurance
524126SM,NA,6331SM,Other receipts
524210,6412,6412,Insurance agencies and brokerages
524210P,NA,6412P,Primary services
52421011,NA,641211,Sale of property and casualty insurance
524210111,NA,6412111,Sale of private passenger auto insurance
524210112,NA,6412112,Sale of homeowner's insurance
524210113,NA,6412113,Sale of other property and casualty insurance
52421012,NA,641212,Sale of life insurance and annuities
52421013,NA,641213,Sale of health insurance
52421014,NA,641214,Sale of other insurance
524210SM,NA,6412SM,Other receipts
531120,6512,6512,Operators and lessors of nonresidential buildings
531120P,NA,6512P,Primary services
5311201,NA,65121,Operators and lessors of shopping centers and retail stores
531120104,NA,6512104,Leasing of open shopping centers
531120105,NA,6512105,Leasing of enclosed shopping centers
5311202,NA,65122,Operators and lessors of professional and office buildings
5311203,NA,65123,Operators and lessors of manufacturing and industrial buildings
5311207,NA,65127,Operators and lessors of other nonresidential buildings and facilities
531120SM,NA,6512SM,Other receipts
NA,6531,6531,Real estate agents and managers
NA,NA,6531P,Primary services
NA,NA,65311,Real estate brokerage
5312101,NA,653111,"Real estate brokerage, residential sales"
NA,NA,6531111,"Real estate brokerage, sales of residential units"
NA,NA,65311111,"Residential sales, northeast region"
NA,NA,653111111,"Residential sales, Boston-Brockton-Nashua CMSA"
NA,NA,653111112,"Residential sales, New York-No. NJ-Long Island CMSA"
NA,NA,653111113,"Residential sales, Philadelphia-Wilmington-Atlantic City CMSA"
NA,NA,653111114,"Residential sales, other northeast region areas"
NA,NA,65311112,"Residential sales, midwest region"
NA,NA,653111121,"Residential sales, Chicago-Gary-Kenosha CMSA"
NA,NA,653111122,"Residential sales, Detroit-Ann Arbor-Flint CMSA"
NA,NA,653111123,"Residential sales, other midwest region areas"
NA,NA,65311113,"Residential sales, south region"
NA,NA,653111131,"Residential sales, Washington-Baltimore CMSA"
NA,NA,653111132,"Residential sales, Atlanta MSA"
NA,NA,653111133,"Residential sales, Dallas-Fort Worth CMSA"
NA,NA,653111134,"Residential sales, Houston-Galveston-Brazoria CMSA"
NA,NA,653111135,"Residential sales, other south region areas"
NA,NA,65311114,"Residential sales, west region"
NA,NA,653111141,"Residential sales, Denver-Boulder-Greeley CMSA"
NA,NA,653111142,"Residential sales, Los Angeles-Riverside-Orange County CMSA"
NA,NA,653111143,"Residential sales, San Francisco-Oakland-San Jose CMSA"
NA,NA,653111144,"Residential sales, other west region areas"
NA,NA,6531112,"Real estate brokerage, sales of residential land"
NA,NA,653112,"Real estate brokerage, residential leasing"
5312103,NA,653113,"Real estate brokerage, commercial sales"
NA,NA,6531131,"Commercial sales, office property"
NA,NA,6531132,"Commercial sales, retail property"
NA,NA,6531133,"Commercial sales, industrial property"
NA,NA,6531134,"Commercial sales, residential property with five or more units"
NA,NA,6531135,"Commercial sales, farms and land"
5312104,NA,653114,"Real estate brokerage, commercial leasing"
NA,NA,6531141,"Commercial leasing, office property"
NA,NA,6531142,"Commercial leasing, retail property"
NA,NA,6531143,"Commercial leasing, industrial property"
NA,NA,65312,Property management
5313111,NA,653121,Residential property management
NA,NA,6531211,"Residential property management, apartment buildings"
NA,NA,6531212,"Residential property management, other property"
5313121,NA,653122,Nonresidential property management
NA,NA,6531221,"Nonresidential property management, office property"
NA,NA,6531222,"Nonresidential property management, retail property"
NA,NA,6531223,"Nonresidential property management, industrial property"
NA,NA,6531224,"Nonresidential property management, other property"
5313201,NA,65313,Real estate appraising
NA,NA,6531301,Residential real estate appraising
NA,NA,6531302,Commercial real estate appraising
NA,NA,6531303,"Other real estate appraising, including land"
NA,NA,65314,Real estate consulting
NA,NA,6531SM,Other receipts
NA,7011,7011,Hotels and motels
NA,NA,7011P,Primary services
NA,NA,70111,Guestroom rental
721110101,NA,7011101,Limited service hotels and motels
721110102,NA,7011102,Full service hotels and motels
721110103,NA,7011103,"Luxury and resort hotels, excluding casino hotels"
7211201,NA,7011105,Casino hotels
NA,NA,70112,Food and beverages
NA,NA,7011201,Food and nonalcoholic beverages
NA,NA,7011202,Alcoholic beverages
NA,NA,70114,Other guest services
7211205,NA,70115,Casino gaming receipts
NA,NA,7011SM,Other receipts
541810,7311,7311,Advertising agencies
541810P,NA,7311P,Primary services
5418101,NA,73111,"Ad creation, billed separately"
5418102,NA,73112,"Media placement, incl. ad creation not billed separately"
541810201,NA,7311201,Newspapers
541810202,NA,7311202,Periodicals
541810203,NA,7311203,Television
541810204,NA,7311204,"Radio, Internet, and other media placements"
541810SM,NA,7311SM,Other receipts
561720,7349,7349,"Building cleaning and maintenance services, nec"
561720P,NA,7349P,Primary services
5617203,NA,73493,Nonresidential building cleaning services
5617204,NA,73494,Residential cleaning services
561720SM,NA,7349SM,Other receipts
NA,7361,7361,Employment agencies
NA,NA,7361P,Primary services
5613101,NA,73614,Contingency payment recruiting
561310111,NA,7361411,Information technology
561310121,NA,7361412,"Engineering, manufacturing, and technical"
561310131,NA,7361413,Accounting and financial
561310141,NA,7361415,Sales and marketing
561310151,NA,7361416,"Operations, administration, and human resources"
561310161,NA,7361417,Other occupations
541619P,NA,73615,Retained executive recruiting
5613102,NA,73616,Internet recruiting services
NA,NA,7361SM,Other receipts
NA,7363,7363,Help supply services
NA,NA,7363P,Primary services
561320P,NA,73631,Temporary help supply services
5613201,NA,7363101,Office and clerical occupations
5613202,NA,7363102,Light and heavy industrial occupations
5613203,NA,7363103,Technical and professional occupations
5613204,NA,7363104,Medical personnel occupations
5613205,NA,7363105,Other temporary help supply services
561330P,NA,73632,Employee leasing services
NA,NA,7363SM,Other receipts
511210,7372,7372,Prepackaged software
511210P,NA,7372P,Primary services
5112102,NA,73722,Applications software
511210201,NA,7372201,Applications software sold separately (non-suite)
511210202,NA,7372202,Applications software sold as a suite
5112103,NA,73723,Computer games and other prepackaged software
5112104,NA,73724,"Maintenance, documentation, training, and other software services"
511210SM,NA,7372SM,Other receipts
518210,7374,7374,Data processing services
518210P,NA,7374P,Primary services
5182101,NA,73741,Transaction processing services
5182102,NA,73742,Timesharing data processing services
5182103,NA,73743,Data entry services
5182104,NA,73744,Other data processing services
518210SM,NA,7374SM,Other receipts
532120,7513,7513,Truck rental and leasing
532120P,NA,7513P,Primary services
5321201,NA,75131,Truck and utility trailer rental
5321202,NA,75132,"Truck, truck tractor and truck trailer leasing"
532120211,NA,7513211,Truck leasing
532120212,NA,7513212,Truck tractor leasing
532120213,NA,7513213,Truck trailer leasing
5321203,NA,75133,Recreational vehicle rental
532120SM,NA,7513SM,Other receipts
NA,NA,7513M,Miscellaneous receipts
532111,7514,7514,Passenger car rental
532111P,NA,7514P,Primary services
5321112,NA,75142,"Car rental, standard"
532111211,NA,7514211,Business travel
532111221,NA,7514221,Leisure travel
5321113,NA,75143,"Car rental, replacement"
532111SM,NA,7514SM,Other receipts
621111,8011,8011,Offices of physicians
621111P,NA,8011P,Primary services
6211114,NA,80114,One and two physician practices and single specialty group practices
621111411,NA,8011411,General/family practice
621111412,NA,8011412,Internal medicine
621111413,NA,8011413,General surgery and other surgical specialties
621111414,NA,8011414,Pediatrics
621111415,NA,8011415,Obstetrics/gynecology
621111419,NA,8011419,Other specialty
6211115,NA,80115,Multispecialty group practice
621111SM,NA,8011SM,Other receipts
623110,8053,8053,Skilled and intermediate care facilities
623110P,NA,8053P,Primary services
6231101,NA,80531,Public payors
6231103,NA,80533,Private payors
623110SM,NA,8053SM,Other receipts
622110,8062,8062,General medical and surgical hospitals
622110P,NA,8062P,Primary services
6221102,NA,80622,Medicare patients
6221104,NA,80624,Medicaid patients
6221106,NA,80626,All other patients
