sic_industry,sic_product,sic_title,naics_product
NA,3731413,All other repairs,336611413
NA,37316,"Ship repair, conversion, reconversion, nonmilitary",3366116
NA,3731611,Conversions and reconversions,336611611
NA,3731621,All other repairs,336611621
NA,3731SM,Secondary products and miscellaneous receipts,336611SM
NA,3731M,Miscellaneous receipts,336611M
NA,3731S,Secondary products,336611S
NA,3441S,Fabricated structural metal,332312S
NA,3731SSS,Other secondary products,NA
NA,3732S,Boat building and repairing,336612S
3732,3732,Boat building and repairing,336612
3732,3732P,Primary products,336612P
3732,37322,Outboard motorboats,3366121
3732,373224,Wood and metal,NA
3732,3732246,"Other outboard motorboats including bass, houseboats, center consoles, etc",NA
3732,373225,"Plastics (reinforced), fiberglass",NA
3732,3732251,Runabouts,NA
3732,3732253,Cabin cruisers,NA
3732,3732256,Other outboard motorboats,NA
3732,37323,Inboard motorboats,3366123
3732,3732321,Runabouts,NA
3732,373232101,Less than 26 ft. LOA,NA
3732,3732322,Cabin cruisers,NA
3732,373232201,Less than 26 ft. LOA,NA
3732,373232202,26 ft. to less than 40 ft. LOA,NA
3732,373232203,40 ft. to less than 65 ft. LOA,NA
3732,373232204,65 ft. and over (Prof. crew not req,NA
3732,3732324,Other inboard motorboats,NA
3732,37324,Inboard-outdrive motorboats,3366125
3732,3732431,Runabouts,NA
3732,3732441,Cabin cruisers,NA
3732,3732451,Other inboard-outdrive motorboats,NA
3732,37327,All other boats,3366127
3732,373271,"Sailboats, with or without auxiliary power",NA
3732,373271102,13.13 ft. to 21.33 ft. LOA,NA
3732,373271103,21.24 ft. to 29.52 ft. LOA,NA
3732,373271104,29.53 ft. to 39.03 ft. LOA,NA
3732,373272,Other boats,NA
3732,3732721,Canoes,NA
3732,3732723,"All other boats, nec",NA
3732,37328,"Boat repair, military and non-military",NA
3732,3732821,Repair of non-military boats,NA
3732,3732SM,Secondary products and miscellaneous receipts,336612SM
3732,3732M,Miscellaneous receipts,336612M
3732,3732XY9,Contract work and miscellaneous receipts,NA
3732,3732Z89,Resales,NA
3732,3732S,Secondary products,336612S
3732,3731S,Ship building and repairing,336611S
3732,3732SSS,All other secondary products,NA
3732,3799S,"Miscellaneous transportation equipment, nec",NA
3743,3743,Railroad equipment,336510
3743,3743P,Primary products,336510P
NA,37431,Locomotives and locomotive parts,3365101
NA,37432,"Passenger and freight train cars, new (excl. parts)",3365102
NA,37433,"Street, subway, trolley, and rapid transit cars, all rebuilt cars, and all parts",3365103
NA,374335,"Street, subway, trolley, and rapid transit cars, new and rebuilt",33651035
NA,374337,Parts and accessories for railroad and street cars,33651037
NA,3743371,Air brake and other brake equipment,336510371
NA,3743379,"All other railroad and streetcar parts and accessories, incl. truck assemblies",336510379
NA,3743SM,Secondary products and miscellaneous receipts,336510SM
NA,3743M,Miscellaneous receipts,336510M
NA,3743S,Secondary products,336510S
NA,3743SSS,Secondary products,NA
3751,3751,"Motorcycles, bicycles, and parts",336991
3751,3751P,Primary products,336991P
3751,37511,"Bicycles, adult tricycles, unicycles & parts (excl. chldrns 2-whl sdwlk cycls w/semi-pneu trs)",3369911
3751,3751121,"Bicycles, complete",336991121
3751,3751171,"Parts for bicycles, including frame sets and motorbike parts interchangeable with bicycle part",336991171
3751,37512,"Motorcycles, motorbikes, mopeds, motorscooters, trail vehicles and parts",3369912
3751,3751213,"Motorcycles,(excl. sidecars), mopeds, motorscooters, and trail vehicles",336991213
3751,3751253,"Parts, including sidecars, but excluding motorbike parts interchangeable with bicycle parts",336991253
3751,3751SM,Secondary products and miscellaneous receipts,336991SM
3751,3751M,Miscellaneous receipts,336991M
3751,3751Z89,Resales,NA
3751,3751S,Secondary products,336991S
3751,3751SS,Secondary products,NA
3792,3792,Travel trailers and campers,NA
3792,3792P,Primary products,NA
3792,37921,Travel trailers (with rigid structures),3362141
3792,379211,Conventional travel trailers,33621411
3792,3792116,Less than 25 feet in length,NA
3792,3792117,"25 feet or more in length, including park models",NA
3792,379212,Fifth wheel travel trailers,33621412
3792,3792125,Less than 30 feet in length,336214125
3792,3792128,30 feet or more in length,336214128
3792,37922,"Camping trailers, campers, pickup covers and parts",3362145
3792,3792241,"Camping trailers, campers, and pick-up covers",33621451
3792,3792259,"Parts and components, excluding appliances and furnishings",33621453
3792,3792SM,Secondary products and miscellaneous receipts,336214SM
3792,3792M,Miscellaneous receipts,336214M
3792,3792XY9,Contract work and other miscellaneous receipts,NA
3792,3792Z89,Resales,NA
3792,3792S,Secondary products,336214S
3792,3716S,Motorhomes built on purchased chassis,336213S
3792,3792SSS,Other secondary products,NA
3799,3799,"Transportation equipment, nec",NA
3799,3799P,Primary products,NA
3799,37993,"Golf carts and industrial in-plant personnel carriers, self propelled, and parts",3369991
3799,37996,Automobile and light truck trailers,3362143
3799,3799601,"Automobile and light truck horse trailers, excl. those pulled by truck tractors",33621431
3799,3799602,Boat trailers,33621432
3799,3799611,"Other automobile and light truck trailers, incl. mobile equip. for general utili",33621433
3799,37999,"Transportation equipment, nec, including all-terrain vehicles",3369993
3799,3799902,"Parts for transportation equip., nec, incl. trailer hitches",NA
3799,3799906,"Other misc. transp. equip., incl snowmobiles, wheelbarrows and ATVs",NA
3799,3799M,Miscellaneous receipts,NA
3799,3799S,Secondary products,NA
3799,3799SS,Secondary products,NA
3812,3812,"Search, detection, navigation, and guidance systems and aeronautical and nautical nav syst",334511
3812,3812P,Primary products,334511P
3812,38121,"Aeronautical, nautical, and navigational instruments",3345111
3812,38122,"Search, detection, navigation and guidance systems and equipment",3345113
3812,3812216,"Electrnc. warfare, missile & spc. vhcl., spec. electrnc. intel. sys. & eqpmnt",NA
3812,3812217,"Search, detection, acquisition & tracking radar & sonar sys. & eqpmnt",NA
3812,3812219,"Navigation, recon, and surveilance sys. & eqpmnt",NA
3812,3812SM,Secondary products and miscellaneous receipts,334511SM
3812,3812M,Miscellaneous receipts,334511M
3812,3812S,Secondary products,334511S
3821,3821,Laboratory apparatus and furniture,339111
3821,3821P,Primary products,339111P
3821,38211,Laboratory apparatus,3391111
3821,38212,Laboratory furniture,3391112
3821,3821SM,Secondary products and miscellaneous receipts,339111SM
3821,3821M,Miscellaneous receipts,339111M
3821,3821Z89,Resales,NA
NA,3821S,Secondary products,339111S
3822,3822,"Automatic building, refrigeration and appliance controls",334512
3822,3822P,Primary products,334512P
3822,38221,Building comfort (HVAC) and commercial refrigeration controls,NA
3822,3822121,Temperature responsive building controls,NA
3822,382212103,Pneumatic,NA
3822,382212104,Electric,NA
3822,3822125,Pressure responsive,NA
3822,3822185,"Digital controls, excluding upgrades and additions to existing systems",NA
3822,3822198,All other HVAC and refrigeration controls,NA
3822,38222,"Appliance temperature and related controls, automatic",NA
3822,3822211,Temperature responsive appliance controls,NA
3822,3822215,Other appliance regulating controls,NA
3822,3822SM,Secondary products and miscellaneous receipts,334512SM
3822,3822M,Miscellaneous receipts,334512M
3822,3822S,Secondary products,334512S
3822,3822SS,Secondary products,NA
3823,3823,Industrial process control instruments,334513
3823,3823P,Primary products,334513P
3823,38231,General purpose/receiver-type instruments and related equipment,NA
3823,3823103,Unified architecture type instruments for electronic systems,NA
3823,382310335,Controllers,NA
3823,382310336,Other,NA
3823,3823104,Non-unified architecture type instruments for electronic systems,NA
3823,3823105,Industrial multifunction process computers,NA
3823,3823106,Instruments for pneumatic systems with standard signal levels (3 to 15 psi and 3 to 27 psi),NA
3823,382310665,Controllers,NA
3823,382310667,Other,NA
3823,38232,"Temperature instruments, excluding receiver type",NA
3823,3823201,Electrical and electronic measuring types,NA
3823,382320145,Controllers,NA
3823,382320146,Other temperature instruments,NA
3823,3823202,Filled system (mechanical measuring) instruments,NA
3823,382320254,Other,NA
3823,38233,Primary temperature sensors,NA
3823,3823358,Thermocouples and thermocouple lead wire,NA
3823,3823359,"Other primary temperature sensors, including RTD type",NA
3823,38234,"Pressure measuring instruments, including draft type, other than receiver type",NA
3823,3823461,Controllers,NA
3823,3823462,Other,NA
3823,38235,Flow and liquid level instruments,NA
3823,3823501,Differential pressure types,NA
3823,382350165,Primary sensors,NA
3823,382350166,Controllers,NA
3823,382350167,Other,NA
3823,3823502,"Electromagnetic, capacitance, and other electric/electronic types",NA
3823,3823503,Variable area instruments and associated elements,NA
3823,3823504,Float and displacement instruments and associated elements,NA
3823,3823505,"Turbine, mass-flow, and other types and associated elements",NA
3823,38237,Continuous process instruments for on-stream gas and liquid analysis,NA
3823,3823776,Infrared analyzers,NA
3823,3823778,Other gas analyzers,NA
3823,3823781,Other liquid analyzers,NA
3823,38238,Instruments for process variables nec,NA
3823,3823801,Electrical and electronic measuring types,NA
3823,38239,Other industrial process instruments and parts for all industrial process instruments,NA
3823,3823994,Other industrial process instruments,NA
3823,3823999,"Parts, supplies, accessories, and other equipment nec",NA
3823,3823SM,Secondary products and miscellaneous receipts,334513SM
3823,3823M,Miscellaneous receipts,334513M
3823,3823XY9,Contract work and other miscellaneous receipts,NA
3823,3823Z89,Resales,NA
3823,3823S,Secondary products,334513S
3824,3824,Fluid meters and counting devices,334514
3824,3824P,Primary products,334514P
3824,38242,Integrating and totalizing meters for gas and liquids,3345142
3824,382421,Gas meters,33451421
3824,382423,Liquid meters,33451423
3824,38243,Counting devices,3345143
3824,38244,Motor vehicle instruments,3345144
3824,3824SM,Secondary products and miscellaneous receipts,334514SM
3824,3824M,Miscellaneous receipts,334514M
3824,3824Z89,Resales,NA
NA,3824S,Secondary products,334514S
3825,3825,Electrical measuring and integrating instruments,334515
3825,3825P,Primary products,334515P
3825,38251,Electrical integrating instruments,NA
3825,38252,"Test equipment for electrical, radio and communication circuits, and motors",3345153
3825,38252C,Automatic test and measurement equipment,33451531
3825,38252C1,Combination and/or group test sets,334515311
3825,38252C2,Semiconductor component test equipment,334515312
3825,38252C3,Other automatic test and measurement equipment,334515313
3825,38252D,Communications test equipment,33451532
3825,38252E,"Other test equipment for electric circuits and motors, including parts",33451533
3825,38253,Instruments for measuring electricity,3345155
3825,3825M,Miscellaneous receipts,334515M
3825,3825XY9,Contract work and other miscellaneous receipts,NA
3825,3825Z89,Resales,NA
3825,3825S,Secondary products,334515S
3826,3826,Laboratory analytical instruments,334516
3826,3826P,Primary products,334516P
3826,38263,Laboratory analytical instruments,NA
3826,382631,Chromatographic instruments,33451631
3826,382632,"Spectrophotmetric instruments, incl spectroscopy instruments",33451632
3826,382634,Clinical laboratory instrumentation,33451634
3826,382635,"Other analytical instruments, including parts, components, and accessories",33451635
3826,3826SM,Secondary products and miscellaneous receipts,334516SM
3826,3826M,Miscellaneous receipts,334516M
3826,3826XY9,Contract work and other miscellaneous receipts,NA
3826,3826Z89,Resales,NA
3826,3826S,Secondary products,334516S
3826,3826SS,Secondary products,NA
3827,3827,Optical instruments and lenses,333314
3827,3827P,Primary products,333314P
3827,38271,"Sighting, tracking and fire-control equipment",3333141
3827,38275,"Optical instruments and lenses, nec",3333145
3827,382751,Binoculars and astronomical instruments,33331451
3827,382752,"Other optical instruments and lenses (excl. sighting, tracking, and fire-control",33331452
3827,3827SM,Secondary products and miscellaneous receipts,333314SM
3827,3827M,Miscellaneous receipts,333314M
3827,3827Z89,Resales,NA
3827,3827S,Secondary products,333314S
3829,3829,"Measuring and controlling devices, not elsewhere classified",334519
3829,3829P,Primary products,334519P
3829,38291,Aircraft engine instruments,3345191
3829,38292,Physical properties and kinematic testing equipment,3345193
3829,38294,Nuclear radiation detection and monitoring equipment,3345195
3829,38295,"Commercial, geophysical, meteorological and general purpose instruments",3345197
3829,3829547,"Geophysical and meteorological instruments, including parts and accessories",33451971
3829,3829555,"General purpose and commercial instruments, including parts and accessories",33451972
3829,38296,Surveying and drafting instruments,3345199
3829,3829SM,Secondary products and miscellaneous receipts,334519SM
3829,3829M,Miscellaneous receipts,334519M
3829,3829S,Secondary products,334519S
3841,3841,Surgical and medical instruments and apparatus,339112
3841,3841P,Primary products,339112P
3841,38411,"Surgical and medical instruments and apparatus, except furniture",3391121
